Start time,Activity,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday,Start time short,normality_score,Data,Abnormal
2011-06-15 16:46:13,Work_On_Computer,18.366666666666667,0,0.0,Wednesday,0,16:46:13,0.6130149203065569,Train,False
2011-06-15 17:04:49,Drink,1.15,0,0.0,Wednesday,0,17:04:49,0.6982810845170881,Train,False
2011-06-15 17:06:06,Work_On_Computer,14.633333333333333,0,0.0,Wednesday,0,17:06:06,0.7078290888913416,Train,False
2011-06-15 17:21:12,Other_Activity,1.6166666666666667,0,0.0,Wednesday,0,17:21:12,0.5658597629839891,Train,False
2011-06-15 17:23:11,Work_On_Computer,29.683333333333334,0,0.0,Wednesday,0,17:23:11,0.6709175305501353,Train,False
2011-06-15 17:53:00,Cook_Dinner,5.0,0,0.0,Wednesday,0,17:53:00,0.6750673963519459,Train,False
2011-06-15 17:58:56,Cook_Dinner,1.7333333333333334,0,0.0,Wednesday,0,17:58:56,0.6743839020759398,Train,False
2011-06-15 18:02:15,Eat_Dinner,15.033333333333331,0,0.0,Wednesday,0,18:02:15,0.6420319418003744,Train,False
2011-06-15 18:17:24,Wash_Dinner_Dishes,1.3666666666666667,0,0.0,Wednesday,0,18:17:24,0.6800346068657355,Train,False
2011-06-15 18:19:39,Other_Activity,3.683333333333333,0,0.0,Wednesday,0,18:19:39,0.5843122307583526,Train,False
2011-06-15 18:23:20,Read,13.316666666666666,0,0.0,Wednesday,0,18:23:20,0.6629884609778784,Train,False
2011-06-15 18:36:45,Wash_Dinner_Dishes,1.5166666666666666,0,0.0,Wednesday,0,18:36:45,0.6851513975809337,Train,False
2011-06-15 18:38:22,Watch_TV,34.766666666666666,0,0.0,Wednesday,0,18:38:22,0.49550065100537233,Train,False
2011-06-15 19:13:08,Other_Activity,1.8166666666666669,0,0.0,Wednesday,0,19:13:08,0.6156843640463948,Train,False
2011-06-15 19:15:01,Toilet,3.45,0,0.0,Wednesday,0,19:15:01,0.7445645127091868,Train,False
2011-06-15 19:18:49,Work_At_Desk,4.516666666666667,0,0.0,Wednesday,0,19:18:49,0.6607604936350525,Train,False
2011-06-15 19:23:30,Leave_Home,1.8,0,0.0,Wednesday,0,19:23:30,0.6179057114440524,Train,False
2011-06-15 19:25:18,Other_Activity,70.55,0,0.0,Wednesday,0,19:25:18,0.35271405121676197,Train,False
2011-06-15 20:36:05,Work_On_Computer,32.11666666666667,0,0.0,Wednesday,0,20:36:05,0.7282492789999386,Train,False
2011-06-15 21:08:33,Groom,10.333333333333334,0,0.0,Wednesday,0,21:08:33,0.4961167437273331,Train,False
2011-06-15 21:19:35,Work_On_Computer,13.0,0,0.0,Wednesday,0,21:19:35,0.7727010409630521,Train,False
2011-06-15 21:34:01,Work_On_Computer,73.36666666666666,0,0.0,Wednesday,0,21:34:01,0.5349594924269877,Train,False
2011-06-15 22:47:58,Work_On_Computer,10.683333333333334,0,0.0,Wednesday,0,22:47:58,0.7730376768870456,Train,False
2011-06-15 22:58:59,Read,8.733333333333333,0,0.0,Wednesday,0,22:58:59,0.7148412822416029,Train,False
2011-06-15 23:08:32,Dress,1.7833333333333334,0,0.0,Wednesday,0,23:08:32,0.5035730713854648,Train,False
2011-06-15 23:11:15,Sleep,451.05,1,2.933333333333337,Wednesday,0,23:11:15,-1.0390368826737955,Train,False
2011-06-16 06:46:08,Personal_Hygiene,11.8,0,0.0,Thursday,0,06:46:08,0.22520175446530621,Train,False
2011-06-16 06:57:56,Bathe,7.866666666666666,0,0.0,Thursday,0,06:57:56,0.24446736243682157,Train,False
2011-06-16 07:06:27,Groom,5.65,0,0.0,Thursday,0,07:06:27,0.32525433149273836,Train,False
2011-06-16 07:12:28,Dress,3.3666666666666667,0,0.0,Thursday,0,07:12:28,0.3827162980044327,Train,False
2011-06-16 07:16:01,Morning_Meds,2.1666666666666665,0,0.0,Thursday,0,07:16:01,0.19843249677962202,Train,False
2011-06-16 07:18:45,Drink,1.1166666666666667,0,0.0,Thursday,0,07:18:45,0.4273472583485807,Train,False
2011-06-16 07:20:31,Read,2.183333333333333,0,0.0,Thursday,0,07:20:31,0.537488991113404,Train,False
2011-06-16 07:22:42,Other_Activity,1.8666666666666667,0,0.0,Thursday,0,07:22:42,0.4706757824172417,Train,False
2011-06-16 07:24:56,Dress,1.5666666666666669,0,0.0,Thursday,0,07:24:56,0.3624198572900319,Train,False
2011-06-16 07:26:37,Cook_Breakfast,3.3833333333333333,0,0.0,Thursday,0,07:26:37,0.4908931110485762,Train,False
2011-06-16 07:30:52,Eat_Breakfast,7.2,0,0.0,Thursday,0,07:30:52,0.5020104925155469,Train,False
2011-06-16 07:38:04,Read,62.083333333333336,0,0.0,Thursday,0,07:38:04,0.30177534265720685,Train,False
2011-06-16 08:40:50,Toilet,3.85,0,0.0,Thursday,0,08:40:50,0.4908167063032393,Train,False
2011-06-16 08:47:26,Other_Activity,1.4333333333333331,0,0.0,Thursday,0,08:47:26,0.3926115501052408,Train,False
2011-06-16 08:49:54,Read,11.633333333333333,0,0.0,Thursday,0,08:49:54,0.44335760464077206,Train,False
2011-06-16 09:02:34,Other_Activity,1.2,0,0.0,Thursday,0,09:02:34,0.3666816853472195,Train,False
2011-06-16 09:04:10,Other_Activity,208.03333333333333,0,0.0,Thursday,0,09:04:10,-0.8725428994392382,Train,False
2011-06-16 12:33:57,Drink,1.8166666666666669,0,0.0,Thursday,0,12:33:57,0.19651539035069387,Train,False
2011-06-16 12:36:24,Work_On_Computer,7.15,0,0.0,Thursday,0,12:36:24,0.20700128882020188,Train,False
2011-06-16 12:44:46,Work_On_Computer,9.65,0,0.0,Thursday,0,12:44:46,0.17773301103948147,Train,False
2011-06-16 12:55:17,Work_On_Computer,28.23333333333333,0,0.0,Thursday,0,12:55:17,0.08762218036914282,Train,False
2011-06-16 13:24:32,Work_On_Computer,30.8,0,0.0,Thursday,0,13:24:32,0.28849279887416973,Train,False
2011-06-16 13:56:32,Work_On_Computer,35.53333333333333,0,0.0,Thursday,0,13:56:32,0.20507326926986388,Train,False
2011-06-16 14:32:48,Personal_Hygiene,2.0,0,0.0,Thursday,0,14:32:48,0.05535228910955304,Train,False
2011-06-16 14:34:48,Other_Activity,3.5166666666666666,0,0.0,Thursday,0,14:34:48,0.2967915218451784,Train,False
2011-06-16 14:38:23,Personal_Hygiene,10.816666666666666,0,0.0,Thursday,0,14:38:23,0.01602396200648697,Train,False
2011-06-16 14:50:37,Work_At_Desk,3.616666666666666,0,0.0,Thursday,0,14:50:37,0.3464987368661612,Train,False
2011-06-16 14:55:39,Other_Activity,69.33333333333333,0,0.0,Thursday,0,14:55:39,-0.030505579128341582,Train,False
2011-06-16 16:05:16,Work_On_Computer,36.516666666666666,0,0.0,Thursday,0,16:05:16,0.5549152449585925,Train,False
2011-06-16 16:41:50,Other_Activity,2.65,0,0.0,Thursday,0,16:41:50,0.4603724447906789,Train,False
2011-06-16 16:45:07,Toilet,1.05,0,0.0,Thursday,0,16:45:07,0.5589943388701436,Train,False
2011-06-16 16:46:32,Step_Out,3.283333333333333,0,0.0,Thursday,0,16:46:32,0.24336618538167118,Train,False
2011-06-16 16:50:18,Leave_Home,2.033333333333333,0,0.0,Thursday,0,16:50:18,0.488556109009085,Train,False
2011-06-16 16:52:20,Other_Activity,325.06666666666666,0,0.0,Thursday,0,16:52:20,-0.9714256195078933,Train,False
2011-06-16 22:18:49,Work_On_Computer,35.9,0,0.0,Thursday,0,22:18:49,0.6165960572399097,Train,False
2011-06-16 22:56:30,Other_Activity,1.7666666666666666,0,0.0,Thursday,0,22:56:30,0.5776890359761598,Train,False
2011-06-16 22:58:16,Dress,3.533333333333333,0,0.0,Thursday,0,22:58:16,0.48803527331599383,Train,False
2011-06-16 23:03:18,Sleep,450.8333333333333,3,24.88333333333333,Thursday,0,23:03:18,-1.002892626931821,Train,False
2011-06-17 07:02:42,Other_Activity,1.9,0,0.0,Friday,0,07:02:42,0.3170833409168328,Train,False
2011-06-17 07:04:36,Personal_Hygiene,5.566666666666666,0,0.0,Friday,0,07:04:36,0.104770185885932,Train,False
2011-06-17 07:10:10,Morning_Meds,1.5666666666666669,0,0.0,Friday,0,07:10:10,-0.09892623763726179,Train,False
2011-06-17 07:11:48,Cook_Breakfast,5.2,0,0.0,Friday,0,07:11:48,0.3153396849146351,Train,False
2011-06-17 07:17:00,Other_Activity,3.15,0,0.0,Friday,0,07:17:00,0.3237110043845795,Train,False
2011-06-17 07:23:03,Eat_Breakfast,4.766666666666667,0,0.0,Friday,0,07:23:03,0.3218296019543186,Train,False
2011-06-17 07:27:59,Toilet,1.25,0,0.0,Friday,0,07:27:59,0.3200915495763686,Train,False
2011-06-17 07:29:21,Work_On_Computer,73.68333333333334,0,0.0,Friday,0,07:29:21,-0.06229204096115312,Train,False
2011-06-17 08:43:02,Other_Activity,3.2333333333333334,0,0.0,Friday,0,08:43:02,0.2462166643584289,Train,False
2011-06-17 08:47:59,Read,6.283333333333333,0,0.0,Friday,0,08:47:59,0.24929727737166915,Train,False
2011-06-17 08:54:23,Leave_Home,1.2,0,0.0,Friday,0,08:54:23,-0.0578893855014064,Train,False
2011-06-17 08:55:35,Other_Activity,63.3,0,0.0,Friday,0,08:55:35,-0.04583036024402046,Train,False
2011-06-17 10:00:04,Other_Activity,1.5833333333333333,0,0.0,Friday,0,10:00:04,0.16251077286263862,Train,False
2011-06-17 10:01:47,Personal_Hygiene,4.966666666666667,0,0.0,Friday,0,10:01:47,-0.0643077492068224,Train,False
2011-06-17 10:07:04,Dress,3.8,0,0.0,Friday,0,10:07:04,0.033874882358304624,Train,False
2011-06-17 10:10:52,Other_Activity,1.0666666666666669,0,0.0,Friday,0,10:10:52,0.12613481933067236,Train,False
2011-06-17 10:11:59,Toilet,1.5166666666666666,0,0.0,Friday,0,10:11:59,0.14928755418984013,Train,False
2011-06-17 10:14:04,Other_Activity,3.2666666666666666,0,0.0,Friday,0,10:14:04,0.13609947947682258,Train,False
2011-06-17 10:17:24,Work_On_Computer,24.183333333333334,0,0.0,Friday,0,10:17:24,0.039655489994913855,Train,False
2011-06-17 10:41:45,Leave_Home,3.8333333333333335,0,0.0,Friday,0,10:41:45,-0.1881203781933748,Train,False
2011-06-17 10:45:35,Other_Activity,33.93333333333333,0,0.0,Friday,0,10:45:35,-0.06784542857251662,Train,False
2011-06-17 11:19:39,Other_Activity,1.7,0,0.0,Friday,0,11:19:39,-0.016204706478602768,Train,False
2011-06-17 11:21:22,Drink,1.9166666666666667,0,0.0,Friday,0,11:21:22,-0.09242813468157479,Train,False
2011-06-17 11:23:56,Work_On_Computer,154.3,0,0.0,Friday,0,11:23:56,-0.9822620373706771,Train,False
2011-06-17 13:59:09,Toilet,1.1666666666666667,0,0.0,Friday,0,13:59:09,0.06450808108722474,Train,False
2011-06-17 14:01:12,Leave_Home,1.25,0,0.0,Friday,0,14:01:12,0.16642254066469678,Train,False
2011-06-17 14:02:27,Other_Activity,4.2,0,0.0,Friday,0,14:02:27,0.18136898279958677,Train,False
2011-06-17 14:06:51,Work_On_Computer,16.633333333333333,0,0.0,Friday,0,14:06:51,0.2611389600181106,Train,False
2011-06-17 14:23:45,Read,3.733333333333333,0,0.0,Friday,0,14:23:45,0.2245145124807375,Train,False
2011-06-17 14:27:34,Drink,1.5,0,0.0,Friday,0,14:27:34,0.25713952796373046,Train,False
2011-06-17 14:30:04,Work_At_Desk,6.5,0,0.0,Friday,0,14:30:04,0.1277227983150185,Train,False
2011-06-17 14:37:54,Read,8.466666666666667,0,0.0,Friday,0,14:37:54,0.1742398552319183,Train,False
2011-06-17 14:48:44,Read,36.46666666666667,0,0.0,Friday,0,14:48:44,0.05213626828420582,Train,False
2011-06-17 15:25:12,Other_Activity,4.683333333333334,0,0.0,Friday,0,15:25:12,0.21572950809465544,Train,False
2011-06-17 15:29:53,Work_On_Computer,148.8,0,0.0,Friday,0,15:29:53,-0.5705750176647426,Train,False
2011-06-17 17:58:57,Cook_Dinner,3.3666666666666667,0,0.0,Friday,0,17:58:57,0.4224023577768703,Train,False
2011-06-17 18:04:01,Cook_Dinner,1.45,0,0.0,Friday,0,18:04:01,0.47975617170202045,Train,False
2011-06-17 18:05:29,Other_Activity,2.316666666666667,0,0.0,Friday,0,18:05:29,0.38306020711968963,Train,False
2011-06-17 18:07:48,Eat_Dinner,2.1666666666666665,0,0.0,Friday,0,18:07:48,0.46947483251000727,Train,False
2011-06-17 18:10:59,Eat_Dinner,1.4333333333333331,0,0.0,Friday,0,18:10:59,0.46558017336808494,Train,False
2011-06-17 18:12:25,Other_Activity,6.416666666666667,0,0.0,Friday,0,18:12:25,0.36681403948331154,Train,False
2011-06-17 18:19:22,Watch_TV,1.35,0,0.0,Friday,0,18:19:22,0.43388488909716183,Train,False
2011-06-17 18:20:43,Other_Activity,2.65,0,0.0,Friday,0,18:20:43,0.37397671030096286,Train,False
2011-06-17 18:24:32,Other_Activity,4.0,0,0.0,Friday,0,18:24:32,0.3639314705713874,Train,False
2011-06-17 18:28:46,Drink,1.4166666666666667,0,0.0,Friday,0,18:28:46,0.4805217270760292,Train,False
2011-06-17 18:30:43,Other_Activity,35.81666666666667,0,0.0,Friday,0,18:30:43,0.2517490297733462,Train,False
2011-06-17 19:06:38,Other_Activity,2.3666666666666667,0,0.0,Friday,0,19:06:38,0.39634833989419804,Train,False
2011-06-17 19:10:04,Other_Activity,2.1666666666666665,0,0.0,Friday,0,19:10:04,0.3966408984590155,Train,False
2011-06-17 19:12:18,Work_At_Desk,6.55,0,0.0,Friday,0,19:12:18,0.3879330669279115,Train,False
2011-06-17 19:20:09,Other_Activity,55.71666666666667,0,0.0,Friday,0,19:20:09,0.22557768534240005,Train,False
2011-06-17 20:16:24,Other_Activity,126.88333333333334,0,0.0,Friday,0,20:16:24,-0.2454482618551709,Train,False
2011-06-17 22:25:49,Work_On_Computer,5.7,0,0.0,Friday,0,22:25:49,0.48003967483360244,Train,False
2011-06-17 22:31:52,Work_On_Computer,32.583333333333336,0,0.0,Friday,0,22:31:52,0.3834360924778046,Train,False
2011-06-17 23:05:07,Groom,5.35,0,0.0,Friday,0,23:05:07,0.20519728186227368,Train,False
2011-06-17 23:12:29,Watch_TV,8.85,0,0.0,Friday,0,23:12:29,0.3235821295487162,Train,False
2011-06-17 23:21:20,Sleep,438.7166666666666,0,0.0,Friday,0,23:21:20,-1.087375642336205,Train,False
2011-06-18 06:40:26,Personal_Hygiene,14.716666666666669,0,0.0,Saturday,1,06:40:26,-0.0740977266693535,Train,False
2011-06-18 06:55:09,Other_Activity,1.3333333333333333,0,0.0,Saturday,1,06:55:09,0.2553235228732095,Train,False
2011-06-18 06:56:39,Drink,1.25,0,0.0,Saturday,1,06:56:39,0.022199922183013476,Train,False
2011-06-18 06:57:58,Other_Activity,1.7166666666666666,0,0.0,Saturday,1,06:57:58,0.25712075421918595,Train,False
2011-06-18 06:59:41,Dress,8.066666666666666,0,0.0,Saturday,1,06:59:41,0.12646146266025116,Train,False
2011-06-18 07:07:45,Other_Activity,2.2333333333333334,0,0.0,Saturday,1,07:07:45,0.2698480167995751,Train,False
2011-06-18 07:09:59,Phone,2.683333333333333,0,0.0,Saturday,1,07:09:59,-0.5804747369609665,Train,False
2011-06-18 07:13:19,Other_Activity,1.0666666666666669,0,0.0,Saturday,1,07:13:19,0.254808146025387,Train,False
2011-06-18 07:16:21,Other_Activity,1.3,0,0.0,Saturday,1,07:16:21,0.2631374679677811,Train,False
2011-06-18 07:17:42,Cook_Breakfast,4.033333333333333,0,0.0,Saturday,1,07:17:42,0.24000779199220557,Train,False
2011-06-18 07:22:23,Eat_Breakfast,10.45,0,0.0,Saturday,1,07:22:23,0.2095597494606962,Train,False
2011-06-18 07:32:50,Read,172.65,0,0.0,Saturday,1,07:32:50,-1.1806738043105358,Train,False
2011-06-18 10:25:58,Wash_Breakfast_Dishes,1.6166666666666667,0,0.0,Saturday,1,10:25:58,0.0034680377238802775,Train,False
2011-06-18 10:28:37,Other_Activity,1.3166666666666669,0,0.0,Saturday,1,10:28:37,-0.02713247026722465,Train,False
2011-06-18 10:31:13,Wash_Breakfast_Dishes,2.083333333333333,0,0.0,Saturday,1,10:31:13,-0.008607454973647196,Train,False
2011-06-18 10:33:24,Other_Activity,1.1166666666666667,0,0.0,Saturday,1,10:33:24,-0.04458742507047039,Train,False
2011-06-18 10:34:31,Wash_Breakfast_Dishes,1.6,0,0.0,Saturday,1,10:34:31,-0.02428514607934987,Train,False
2011-06-18 10:36:26,Other_Activity,2.35,0,0.0,Saturday,1,10:36:26,-0.0433399792248473,Train,False
2011-06-18 10:38:59,Work_On_Computer,35.3,0,0.0,Saturday,1,10:38:59,-0.2477328145139457,Train,False
2011-06-18 11:15:08,Personal_Hygiene,3.85,0,0.0,Saturday,1,11:15:08,-0.3892106752350187,Train,False
2011-06-18 11:19:14,Dress,5.25,0,0.0,Saturday,1,11:19:14,-0.2880053083491501,Train,False
2011-06-18 11:25:50,Work_On_Computer,38.333333333333336,0,0.0,Saturday,1,11:25:50,-0.37985010732210495,Train,False
2011-06-18 12:04:19,Cook_Lunch,3.883333333333333,0,0.0,Saturday,1,12:04:19,-0.6072935437678623,Train,False
2011-06-18 12:08:20,Work_On_Computer,3.65,0,0.0,Saturday,1,12:08:20,0.009491391922949307,Train,False
2011-06-18 12:12:08,Cook_Lunch,1.2833333333333334,0,0.0,Saturday,1,12:12:08,-0.6323147414631008,Train,False
2011-06-18 12:13:34,Eat_Lunch,9.6,0,0.0,Saturday,1,12:13:34,-0.7589389079039851,Train,False
2011-06-18 12:23:54,Work_On_Computer,13.516666666666667,0,0.0,Saturday,1,12:23:54,-0.05588640944387251,Train,False
2011-06-18 12:37:34,Wash_Lunch_Dishes,1.25,0,0.0,Saturday,1,12:37:34,-0.8893967267586946,Train,False
2011-06-18 12:39:14,Wash_Lunch_Dishes,2.816666666666667,0,0.0,Saturday,1,12:39:14,-0.8789093780340802,Train,False
2011-06-18 12:42:13,Work_On_Computer,40.16666666666666,0,0.0,Saturday,1,12:42:13,-0.21665952779638373,Train,False
2011-06-18 13:22:23,Other_Activity,1.1333333333333333,0,0.0,Saturday,1,13:22:23,-0.08497038276761855,Train,False
2011-06-18 13:23:31,Work_On_Computer,31.25,0,0.0,Saturday,1,13:23:31,0.01013231177828799,Train,False
2011-06-18 13:56:45,Toilet,1.1166666666666667,0,0.0,Saturday,1,13:56:45,-0.0024165088973256443,Train,False
2011-06-18 13:58:00,Read,48.4,0,0.0,Saturday,1,13:58:00,-0.24199641346331288,Train,False
2011-06-18 14:46:48,Relax,78.53333333333333,0,0.0,Saturday,1,14:46:48,-1.1977095410832777,Train,False
2011-06-18 16:05:31,Other_Activity,3.05,0,0.0,Saturday,1,16:05:31,0.19157118685116847,Train,False
2011-06-18 16:08:34,Dress,1.55,0,0.0,Saturday,1,16:08:34,0.05305416274815097,Train,False
2011-06-18 16:10:24,Toilet,1.2666666666666666,0,0.0,Saturday,1,16:10:24,0.327434956909116,Train,False
2011-06-18 16:11:44,Other_Activity,1.0833333333333333,0,0.0,Saturday,1,16:11:44,0.17848850338786623,Train,False
2011-06-18 16:12:49,Work_On_Computer,70.95,0,0.0,Saturday,1,16:12:49,0.005519969856478249,Train,False
2011-06-18 17:24:53,Toilet,3.85,0,0.0,Saturday,1,17:24:53,0.37140777595209645,Train,False
2011-06-18 17:28:46,Other_Activity,3.4833333333333334,0,0.0,Saturday,1,17:28:46,0.22832993158819706,Train,False
2011-06-18 17:32:42,Work_At_Desk,6.033333333333333,0,0.0,Saturday,1,17:32:42,0.26875916026636004,Train,False
2011-06-18 17:39:10,Other_Activity,260.5,0,0.0,Saturday,1,17:39:10,-1.8157130798911922,Train,False
2011-06-18 22:02:02,Work_On_Computer,12.3,0,0.0,Saturday,1,22:02:02,0.3777551212089969,Train,False
2011-06-18 22:15:28,Work_On_Computer,4.85,0,0.0,Saturday,1,22:15:28,0.40523879426395615,Train,False
2011-06-18 22:20:54,Work_On_Computer,3.1666666666666665,0,0.0,Saturday,1,22:20:54,0.41652845538392586,Train,False
2011-06-18 22:24:51,Work_On_Computer,38.833333333333336,0,0.0,Saturday,1,22:24:51,0.30046810611441466,Train,False
2011-06-18 23:03:41,Other_Activity,1.7666666666666666,0,0.0,Saturday,1,23:03:41,0.23965851852582895,Train,False
2011-06-18 23:06:27,Groom,1.8666666666666667,0,0.0,Saturday,1,23:06:27,0.09878018896815634,Train,False
2011-06-18 23:08:40,Dress,1.9666666666666663,0,0.0,Saturday,1,23:08:40,0.10877708314605535,Train,False
2011-06-18 23:10:56,Watch_TV,11.283333333333331,0,0.0,Saturday,1,23:10:56,0.2497677528138941,Train,False
2011-06-18 23:22:13,Sleep,442.56666666666666,4,10.483333333333327,Saturday,1,23:22:13,-1.6699980395606884,Train,False
2011-06-19 06:57:20,Dress,3.3,0,0.0,Sunday,1,06:57:20,-0.022763352483150662,Train,False
2011-06-19 07:00:44,Drink,1.3333333333333333,0,0.0,Sunday,1,07:00:44,-0.15099108735410113,Train,False
2011-06-19 07:02:48,Read,9.2,0,0.0,Sunday,1,07:02:48,0.03266662604195031,Train,False
2011-06-19 07:12:00,Other_Activity,10.25,0,0.0,Sunday,1,07:12:00,0.03436243782246148,Train,False
2011-06-19 07:22:25,Other_Activity,73.28333333333333,0,0.0,Sunday,1,07:22:25,-0.39300221001776525,Train,False
2011-06-19 08:36:22,Toilet,2.1666666666666665,0,0.0,Sunday,1,08:36:22,-0.030203457823656788,Train,False
2011-06-19 08:39:06,Personal_Hygiene,1.0833333333333333,0,0.0,Sunday,1,08:39:06,-0.24774272670183475,Train,False
2011-06-19 08:40:16,Other_Activity,1.6833333333333331,0,0.0,Sunday,1,08:40:16,-0.0028722105054995073,Train,False
2011-06-19 08:41:59,Dress,3.466666666666667,0,0.0,Sunday,1,08:41:59,-0.11446521940043601,Train,False
2011-06-19 08:45:46,Other_Activity,11.95,0,0.0,Sunday,1,08:45:46,-0.07621847559511141,Train,False
2011-06-19 08:58:40,Leave_Home,2.4,0,0.0,Sunday,1,08:58:40,-0.5384203601392872,Train,False
2011-06-19 09:01:04,Other_Activity,56.03333333333333,0,0.0,Sunday,1,09:01:04,-0.32446945277288713,Train,False
2011-06-19 09:58:15,Bathe,9.4,0,0.0,Sunday,1,09:58:15,-0.8707662781416511,Train,False
2011-06-19 10:07:54,Groom,5.25,0,0.0,Sunday,1,10:07:54,-0.7703497234578508,Train,False
2011-06-19 10:13:30,Dress,3.8333333333333335,0,0.0,Sunday,1,10:13:30,-0.25810500773980355,Train,False
2011-06-19 10:17:39,Groom,2.15,0,0.0,Sunday,1,10:17:39,-0.7812728536918473,Train,False
2011-06-19 10:19:55,Work_On_Computer,39.71666666666667,0,0.0,Sunday,1,10:19:55,-0.4087863880163462,Train,False
2011-06-19 11:00:06,Other_Activity,15.933333333333334,0,0.0,Sunday,1,11:00:06,-0.3499230358055516,Train,False
2011-06-19 11:16:14,Cook_Lunch,3.3833333333333333,0,0.0,Sunday,1,11:16:14,-1.2471048874183979,Train,False
2011-06-19 11:19:37,Other_Activity,1.6,0,0.0,Sunday,1,11:19:37,-0.3204799530453996,Train,False
2011-06-19 11:22:12,Eat_Lunch,14.033333333333331,0,0.0,Sunday,1,11:22:12,-1.434461472461198,Train,False
2011-06-19 11:36:14,Work_On_Computer,15.333333333333334,0,0.0,Sunday,1,11:36:14,-0.4860179742369553,Train,False
2011-06-19 11:51:42,Wash_Lunch_Dishes,1.3,0,0.0,Sunday,1,11:51:42,-1.4903611038517546,Train,False
2011-06-19 11:53:09,Work_On_Computer,24.0,0,0.0,Sunday,1,11:53:09,-0.5412884477441794,Train,False
2011-06-19 12:17:55,Work_On_Computer,64.48333333333333,0,0.0,Sunday,1,12:17:55,-0.5153558055642495,Train,False
2011-06-19 13:22:24,Other_Activity,3.316666666666667,0,0.0,Sunday,1,13:22:24,-0.2499998280609568,Train,False
2011-06-19 13:25:43,Sleep,103.68333333333334,0,0.0,Sunday,1,13:25:43,-1.1933033392586865,Train,False
2011-06-19 15:09:24,Other_Activity,3.216666666666667,0,0.0,Sunday,1,15:09:24,-0.04879167406102993,Train,False
2011-06-19 15:13:54,Cook,2.5,0,0.0,Sunday,1,15:13:54,0.06240711448082744,Train,False
2011-06-19 15:16:42,Eat,10.383333333333333,0,0.0,Sunday,1,15:16:42,0.017435853938253976,Train,False
2011-06-19 15:28:16,Work_On_Computer,98.36666666666666,0,0.0,Sunday,1,15:28:16,-0.5174221839916227,Train,False
2011-06-19 17:06:53,Watch_TV,7.9,0,0.0,Sunday,1,17:06:53,0.09532935191511256,Train,False
2011-06-19 17:15:00,Work_On_Computer,8.866666666666667,0,0.0,Sunday,1,17:15:00,0.16797281536290629,Train,False
2011-06-19 17:24:01,Drink,1.4833333333333334,0,0.0,Sunday,1,17:24:01,0.17644860009646127,Train,False
2011-06-19 17:25:33,Other_Activity,1.3666666666666667,0,0.0,Sunday,1,17:25:33,0.08506530749298209,Train,False
2011-06-19 17:26:56,Work_On_Computer,27.416666666666668,0,0.0,Sunday,1,17:26:56,0.1334829175830909,Train,False
2011-06-19 17:54:30,Cook_Dinner,4.966666666666667,0,0.0,Sunday,1,17:54:30,0.13427935115617198,Train,False
2011-06-19 18:01:10,Other_Activity,3.616666666666666,0,0.0,Sunday,1,18:01:10,0.14528330371204792,Train,False
2011-06-19 18:05:30,Other_Activity,1.5666666666666669,0,0.0,Sunday,1,18:05:30,0.15069428357995882,Train,False
2011-06-19 18:08:33,Eat_Dinner,1.3166666666666669,0,0.0,Sunday,1,18:08:33,0.22277453632101082,Train,False
