Activity,Start time,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday,Start time short,normality_score
Work_On_Computer,2011-06-18 11:25:50,38.333333333333336,0,0.0,Saturday,1,11:25:50,0.8522743146176482
Cook_Lunch,2011-06-18 12:04:19,3.883333333333333,0,0.0,Saturday,1,12:04:19,0.8276939629297736
Work_On_Computer,2011-06-18 12:08:20,3.65,0,0.0,Saturday,1,12:08:20,0.8993763650090226
Cook_Lunch,2011-06-18 12:12:08,1.2833333333333334,0,0.0,Saturday,1,12:12:08,0.8237320491785003
Eat_Lunch,2011-06-18 12:13:34,9.6,0,0.0,Saturday,1,12:13:34,0.8021792140551943
Work_On_Computer,2011-06-18 12:23:54,13.516666666666667,0,0.0,Saturday,1,12:23:54,0.887856268886296
Wash_Lunch_Dishes,2011-06-18 12:37:34,1.25,0,0.0,Saturday,1,12:37:34,0.7929289278817796
Wash_Lunch_Dishes,2011-06-18 12:39:14,2.816666666666667,0,0.0,Saturday,1,12:39:14,0.794712777125257
Work_On_Computer,2011-06-18 12:42:13,40.16666666666666,0,0.0,Saturday,1,12:42:13,0.8575910168220385
Other_Activity,2011-06-18 13:22:23,1.1333333333333333,0,0.0,Saturday,1,13:22:23,0.8845268400055143
Work_On_Computer,2011-06-18 13:23:31,31.25,0,0.0,Saturday,1,13:23:31,0.8905732514288942
Toilet,2011-06-18 13:56:45,1.1166666666666667,0,0.0,Saturday,1,13:56:45,0.8963420864074259
Read,2011-06-18 13:58:00,48.4,0,0.0,Saturday,1,13:58:00,0.8531256829223219
Relax,2011-06-18 14:46:48,78.53333333333333,0,0.0,Saturday,1,14:46:48,0.7409221925184105
Other_Activity,2011-06-18 16:05:31,3.05,0,0.0,Saturday,1,16:05:31,0.9178758031512816
Dress,2011-06-18 16:08:34,1.55,0,0.0,Saturday,1,16:08:34,0.8994360850120762
Toilet,2011-06-18 16:10:24,1.2666666666666666,0,0.0,Saturday,1,16:10:24,0.9407446963112821
Other_Activity,2011-06-18 16:11:44,1.0833333333333333,0,0.0,Saturday,1,16:11:44,0.9178370181792419
Work_On_Computer,2011-06-18 16:12:49,70.95,0,0.0,Saturday,1,16:12:49,0.8774138188827492
Toilet,2011-06-18 17:24:53,3.85,0,0.0,Saturday,1,17:24:53,0.945485028490591
Other_Activity,2011-06-18 17:28:46,3.4833333333333334,0,0.0,Saturday,1,17:28:46,0.9217008763664847
Work_At_Desk,2011-06-18 17:32:42,6.033333333333333,0,0.0,Saturday,1,17:32:42,0.9241047993418667
Other_Activity,2011-06-18 17:39:10,260.5,0,0.0,Saturday,1,17:39:10,0.6732085497308561
Work_On_Computer,2011-06-18 22:02:02,12.3,0,0.0,Saturday,1,22:02:02,0.9423388614676143
Work_On_Computer,2011-06-18 22:15:28,4.85,0,0.0,Saturday,1,22:15:28,0.9527064815325428
Work_On_Computer,2011-06-18 22:20:54,3.1666666666666665,0,0.0,Saturday,1,22:20:54,0.9529877599391101
Work_On_Computer,2011-06-18 22:24:51,38.833333333333336,0,0.0,Saturday,1,22:24:51,0.9175642120765715
Other_Activity,2011-06-18 23:03:41,1.7666666666666666,0,0.0,Saturday,1,23:03:41,0.9269909497381421
Groom,2011-06-18 23:06:27,1.8666666666666667,0,0.0,Saturday,1,23:06:27,0.9080737265793094
Dress,2011-06-18 23:08:40,1.9666666666666663,0,0.0,Saturday,1,23:08:40,0.9067387220394248
Watch_TV,2011-06-18 23:10:56,11.283333333333331,0,0.0,Saturday,1,23:10:56,0.9199726815224236
Dress,2011-06-19 06:57:20,3.3,0,0.0,Sunday,1,06:57:20,0.885550275360537
Drink,2011-06-19 07:00:44,1.3333333333333333,0,0.0,Sunday,1,07:00:44,0.8821480192473232
Read,2011-06-19 07:02:48,9.2,0,0.0,Sunday,1,07:02:48,0.8908820022700779
Other_Activity,2011-06-19 07:12:00,10.25,0,0.0,Sunday,1,07:12:00,0.8979335120056507
Other_Activity,2011-06-19 07:22:25,73.28333333333333,0,0.0,Sunday,1,07:22:25,0.8268774277940032
Toilet,2011-06-19 08:36:22,2.1666666666666665,0,0.0,Sunday,1,08:36:22,0.8952721224521779
Personal_Hygiene,2011-06-19 08:39:06,1.0833333333333333,0,0.0,Sunday,1,08:39:06,0.8565227946346318
Other_Activity,2011-06-19 08:40:16,1.6833333333333331,0,0.0,Sunday,1,08:40:16,0.9000551290079519
Dress,2011-06-19 08:41:59,3.466666666666667,0,0.0,Sunday,1,08:41:59,0.8773509766726849
Other_Activity,2011-06-19 08:45:46,11.95,0,0.0,Sunday,1,08:45:46,0.8834486823750486
Leave_Home,2011-06-19 08:58:40,2.4,0,0.0,Sunday,1,08:58:40,0.8572027293969117
Other_Activity,2011-06-19 09:01:04,56.03333333333333,0,0.0,Sunday,1,09:01:04,0.8462613988081792
Bathe,2011-06-19 09:58:15,9.4,0,0.0,Sunday,1,09:58:15,0.8166806163589185
Groom,2011-06-19 10:07:54,5.25,0,0.0,Sunday,1,10:07:54,0.8341837242461448
Dress,2011-06-19 10:13:30,3.8333333333333335,0,0.0,Sunday,1,10:13:30,0.8669360783034936
Groom,2011-06-19 10:17:39,2.15,0,0.0,Sunday,1,10:17:39,0.8381312604503814
Work_On_Computer,2011-06-19 10:19:55,39.71666666666667,0,0.0,Sunday,1,10:19:55,0.8426717525158816
Other_Activity,2011-06-19 11:00:06,15.933333333333334,0,0.0,Sunday,1,11:00:06,0.8575814127192811
Cook_Lunch,2011-06-19 11:16:14,3.3833333333333333,0,0.0,Sunday,1,11:16:14,0.7807596381014876
Other_Activity,2011-06-19 11:19:37,1.6,0,0.0,Sunday,1,11:19:37,0.8681458876295907
Eat_Lunch,2011-06-19 11:22:12,14.033333333333331,0,0.0,Sunday,1,11:22:12,0.7542143607751014
Work_On_Computer,2011-06-19 11:36:14,15.333333333333334,0,0.0,Sunday,1,11:36:14,0.8407343264765624
Wash_Lunch_Dishes,2011-06-19 11:51:42,1.3,0,0.0,Sunday,1,11:51:42,0.7479481388623305
Work_On_Computer,2011-06-19 11:53:09,24.0,0,0.0,Sunday,1,11:53:09,0.826556350121432
Work_On_Computer,2011-06-19 12:17:55,64.48333333333333,0,0.0,Sunday,1,12:17:55,0.8085599493140709
Other_Activity,2011-06-19 13:22:24,3.316666666666667,0,0.0,Sunday,1,13:22:24,0.8733239557669127
Other_Activity,2011-06-19 15:09:24,3.216666666666667,0,0.0,Sunday,1,15:09:24,0.8896258121698785
Cook,2011-06-19 15:13:54,2.5,0,0.0,Sunday,1,15:13:54,0.8961152356938926
Eat,2011-06-19 15:16:42,10.383333333333333,0,0.0,Sunday,1,15:16:42,0.8803346318428894
Work_On_Computer,2011-06-19 15:28:16,98.36666666666666,0,0.0,Sunday,1,15:28:16,0.8027001578780472
Watch_TV,2011-06-19 17:06:53,7.9,0,0.0,Sunday,1,17:06:53,0.8852315193260244
Work_On_Computer,2011-06-19 17:15:00,8.866666666666667,0,0.0,Sunday,1,17:15:00,0.9046492345924573
Drink,2011-06-19 17:24:01,1.4833333333333334,0,0.0,Sunday,1,17:24:01,0.9062622773468296
Other_Activity,2011-06-19 17:25:33,1.3666666666666667,0,0.0,Sunday,1,17:25:33,0.9047510463552049
Work_On_Computer,2011-06-19 17:26:56,27.416666666666668,0,0.0,Sunday,1,17:26:56,0.8897518509297881
Cook_Dinner,2011-06-19 17:54:30,4.966666666666667,0,0.0,Sunday,1,17:54:30,0.8992658609227098
Other_Activity,2011-06-19 18:01:10,3.616666666666666,0,0.0,Sunday,1,18:01:10,0.9078583524241813
Other_Activity,2011-06-19 18:05:30,1.5666666666666669,0,0.0,Sunday,1,18:05:30,0.9104524913997445
Eat_Dinner,2011-06-19 18:08:33,1.3166666666666669,0,0.0,Sunday,1,18:08:33,0.9057555562859785
Other_Activity,2011-06-19 18:09:52,27.83333333333333,0,0.0,Sunday,1,18:09:52,0.8801512674866078
Wash_Dinner_Dishes,2011-06-19 18:39:18,1.0333333333333334,0,0.0,Sunday,1,18:39:18,0.8991550503829654
Toilet,2011-06-19 18:40:24,1.4833333333333334,0,0.0,Sunday,1,18:40:24,0.9173616672874283
Toilet,2011-06-19 18:42:28,1.4833333333333334,0,0.0,Sunday,1,18:42:28,0.9171391018451291
Work_At_Desk,2011-06-19 18:44:06,6.633333333333334,0,0.0,Sunday,1,18:44:06,0.8846116228056978
Other_Activity,2011-06-19 18:51:31,193.81666666666663,0,0.0,Sunday,1,18:51:31,0.7181321024573576
Evening_Meds,2011-06-19 22:05:46,1.1333333333333333,0,0.0,Sunday,1,22:05:46,0.7974358378547239
Work_On_Computer,2011-06-19 22:07:04,31.7,0,0.0,Sunday,1,22:07:04,0.8805570234426202
Personal_Hygiene,2011-06-19 22:39:10,1.2166666666666666,0,0.0,Sunday,1,22:39:10,0.8669791276551536
Dress,2011-06-19 22:40:54,2.4166666666666665,0,0.0,Sunday,1,22:40:54,0.8873866515590179
Other_Activity,2011-06-20 06:27:06,3.583333333333333,0,0.0,Monday,0,06:27:06,0.9095870638204665
Personal_Hygiene,2011-06-20 06:30:41,5.816666666666666,0,0.0,Monday,0,06:30:41,0.8713728044132792
Dress,2011-06-20 06:38:26,3.6,0,0.0,Monday,0,06:38:26,0.8945614352932396
Cook_Breakfast,2011-06-20 06:42:10,5.233333333333333,0,0.0,Monday,0,06:42:10,0.9049047345386888
Eat_Breakfast,2011-06-20 06:47:58,9.133333333333333,0,0.0,Monday,0,06:47:58,0.9016685786295278
Read,2011-06-20 06:58:03,13.416666666666666,0,0.0,Monday,0,06:58:03,0.9038653963128541
Drink,2011-06-20 07:11:39,1.4666666666666666,0,0.0,Monday,0,07:11:39,0.9018418272519371
Read,2011-06-20 07:13:16,77.61666666666666,0,0.0,Monday,0,07:13:16,0.8417955629536229
Toilet,2011-06-20 08:31:34,3.583333333333333,0,0.0,Monday,0,08:31:34,0.9161479414064231
Work_On_Computer,2011-06-20 08:37:19,16.2,0,0.0,Monday,0,08:37:19,0.9005635913480421
Leave_Home,2011-06-20 08:54:02,1.35,0,0.0,Monday,0,08:54:02,0.8783136275715393
Other_Activity,2011-06-20 08:55:23,60.06666666666667,0,0.0,Monday,0,08:55:23,0.8529728905036441
Personal_Hygiene,2011-06-20 09:55:49,6.933333333333334,0,0.0,Monday,0,09:55:49,0.8625140913969094
Dress,2011-06-20 10:03:09,6.616666666666666,0,0.0,Monday,0,10:03:09,0.8787211864482883
Toilet,2011-06-20 10:09:57,1.9,0,0.0,Monday,0,10:09:57,0.9042430837374479
Work_On_Computer,2011-06-20 10:13:30,49.03333333333333,0,0.0,Monday,0,10:13:30,0.862504322998037
Dress,2011-06-20 11:02:46,1.7166666666666666,0,0.0,Monday,0,11:02:46,0.8652236642755803
Toilet,2011-06-20 11:05:02,2.05,0,0.0,Monday,0,11:05:02,0.8869062664026708
Other_Activity,2011-06-20 11:07:27,1.3666666666666667,0,0.0,Monday,0,11:07:27,0.8775396740839548
