Activity,Duration,Day of activity,Weekend or weekday,Start time short,normality_score
Other_Activity,1.0666666666666669,Friday,0,10:10:52,0.1257979107579216
Toilet,1.5166666666666666,Friday,0,10:11:59,0.15041545171965176
Other_Activity,3.2666666666666666,Friday,0,10:14:04,0.13260258072149775
Work_On_Computer,24.183333333333334,Friday,0,10:17:24,0.14225419376099335
Leave_Home,3.8333333333333335,Friday,0,10:41:45,-0.12016466341576071
Other_Activity,33.93333333333333,Friday,0,10:45:35,0.021214144198347287
Other_Activity,1.7,Friday,0,11:19:39,-0.006579187975145055
Drink,1.9166666666666667,Friday,0,11:21:22,-0.0690348856614666
Work_On_Computer,154.3,Friday,0,11:23:56,-0.612364798652708
Toilet,1.1666666666666667,Friday,0,13:59:09,0.035348267704418526
Leave_Home,1.25,Friday,0,14:01:12,0.17264930669608464
Other_Activity,4.2,Friday,0,14:02:27,0.07861637571692218
Work_On_Computer,16.633333333333333,Friday,0,14:06:51,0.23134968051451746
Read,3.733333333333333,Friday,0,14:23:45,0.12661465428589305
Drink,1.5,Friday,0,14:27:34,0.17618300146760493
Work_At_Desk,6.5,Friday,0,14:30:04,0.09561830771065824
Read,8.466666666666667,Friday,0,14:37:54,0.08495812714811901
Read,36.46666666666667,Friday,0,14:48:44,-0.007455898530913722
Other_Activity,4.683333333333334,Friday,0,15:25:12,0.12371125244236844
Work_On_Computer,148.8,Friday,0,15:29:53,-0.5465776733433625
Cook_Dinner,3.3666666666666667,Friday,0,17:58:57,0.30296917893777703
Cook_Dinner,1.45,Friday,0,18:04:01,0.3447572284876318
Other_Activity,2.316666666666667,Friday,0,18:05:29,0.27498719467931027
Eat_Dinner,2.1666666666666665,Friday,0,18:07:48,0.35431912594288295
Eat_Dinner,1.4333333333333331,Friday,0,18:10:59,0.3517877225460815
Other_Activity,6.416666666666667,Friday,0,18:12:25,0.264203722050728
Watch_TV,1.35,Friday,0,18:19:22,0.34914589037123844
Other_Activity,2.65,Friday,0,18:20:43,0.2972347248975355
Other_Activity,4.0,Friday,0,18:24:32,0.2933017597135108
Drink,1.4166666666666667,Friday,0,18:28:46,0.37235655725939876
Other_Activity,35.81666666666667,Friday,0,18:30:43,0.23481721587374788
Other_Activity,2.3666666666666667,Friday,0,19:06:38,0.2863502687227555
Other_Activity,2.1666666666666665,Friday,0,19:10:04,0.2862937787163471
Work_At_Desk,6.55,Friday,0,19:12:18,0.31117814336322697
Other_Activity,55.71666666666667,Friday,0,19:20:09,0.16832148908331895
Other_Activity,126.88333333333334,Friday,0,20:16:24,-0.17931728318255757
Work_On_Computer,5.7,Friday,0,22:25:49,0.3850802077458619
Work_On_Computer,32.583333333333336,Friday,0,22:31:52,0.3423128931318177
Groom,5.35,Friday,0,23:05:07,0.19659285989366915
Watch_TV,8.85,Friday,0,23:12:29,0.26196576110234704
Personal_Hygiene,14.716666666666669,Saturday,1,06:40:26,-0.20592242120333693
Other_Activity,1.3333333333333333,Saturday,1,06:55:09,0.15591130686737445
Drink,1.25,Saturday,1,06:56:39,0.016039596225962197
Other_Activity,1.7166666666666666,Saturday,1,06:57:58,0.15550227092231828
Dress,8.066666666666666,Saturday,1,06:59:41,-0.024040007344741154
Other_Activity,2.2333333333333334,Saturday,1,07:07:45,0.1463186483320847
Phone,2.683333333333333,Saturday,1,07:09:59,-0.6619645132290131
Other_Activity,1.0666666666666669,Saturday,1,07:13:19,0.13479930366753734
Other_Activity,1.3,Saturday,1,07:16:21,0.15088151517493492
Cook_Breakfast,4.033333333333333,Saturday,1,07:17:42,0.149467058506577
Eat_Breakfast,10.45,Saturday,1,07:22:23,0.08813019753843739
Read,172.65,Saturday,1,07:32:50,-1.2595045057884833
Wash_Breakfast_Dishes,1.6166666666666667,Saturday,1,10:25:58,-0.14247401828689576
Other_Activity,1.3166666666666669,Saturday,1,10:28:37,-0.11096504932034759
Wash_Breakfast_Dishes,2.083333333333333,Saturday,1,10:31:13,-0.13630103349556272
Other_Activity,1.1166666666666667,Saturday,1,10:33:24,-0.13043859749408412
Wash_Breakfast_Dishes,1.6,Saturday,1,10:34:31,-0.14788590958006528
Other_Activity,2.35,Saturday,1,10:36:26,-0.1141153601661325
Work_On_Computer,35.3,Saturday,1,10:38:59,-0.2534819272702572
Personal_Hygiene,3.85,Saturday,1,11:15:08,-0.3926217732917121
Dress,5.25,Saturday,1,11:19:14,-0.3058810875736493
Work_On_Computer,38.333333333333336,Saturday,1,11:25:50,-0.3675852743734216
Cook_Lunch,3.883333333333333,Saturday,1,12:04:19,-0.5676906430005277
Work_On_Computer,3.65,Saturday,1,12:08:20,-0.03581283406808715
Cook_Lunch,1.2833333333333334,Saturday,1,12:12:08,-0.587938203296315
Eat_Lunch,9.6,Saturday,1,12:13:34,-0.7012162805007535
Work_On_Computer,13.516666666666667,Saturday,1,12:23:54,-0.15300657328816522
Wash_Lunch_Dishes,1.25,Saturday,1,12:37:34,-0.8156687654476634
Wash_Lunch_Dishes,2.816666666666667,Saturday,1,12:39:14,-0.7986142800432947
Work_On_Computer,40.16666666666666,Saturday,1,12:42:13,-0.3945640578312118
Other_Activity,1.1333333333333333,Saturday,1,13:22:23,-0.06348842203296232
Work_On_Computer,31.25,Saturday,1,13:23:31,-0.16034695203092636
Toilet,1.1166666666666667,Saturday,1,13:56:45,-0.04330077993612262
Read,48.4,Saturday,1,13:58:00,-0.41106469329602835
Relax,78.53333333333333,Saturday,1,14:46:48,-1.1956826005939527
Other_Activity,3.05,Saturday,1,16:05:31,0.2618566845410137
Dress,1.55,Saturday,1,16:08:34,0.03915274082745146
Toilet,1.2666666666666666,Saturday,1,16:10:24,0.2808562936528822
Other_Activity,1.0833333333333333,Saturday,1,16:11:44,0.24684856682220813
Work_On_Computer,70.95,Saturday,1,16:12:49,-0.19377643879777848
Toilet,3.85,Saturday,1,17:24:53,0.3105983711536712
Other_Activity,3.4833333333333334,Saturday,1,17:28:46,0.2681820493497368
Work_At_Desk,6.033333333333333,Saturday,1,17:32:42,0.1369939506417109
Other_Activity,260.5,Saturday,1,17:39:10,-2.1190253370977468
Work_On_Computer,12.3,Saturday,1,22:02:02,0.19818486375044878
Work_On_Computer,4.85,Saturday,1,22:15:28,0.2530393999892747
Work_On_Computer,3.1666666666666665,Saturday,1,22:20:54,0.2832298281243665
Work_On_Computer,38.833333333333336,Saturday,1,22:24:51,0.056542805769252635
Other_Activity,1.7666666666666666,Saturday,1,23:03:41,0.1954033639440091
Groom,1.8666666666666667,Saturday,1,23:06:27,-0.06385152504454379
Dress,1.9666666666666663,Saturday,1,23:08:40,-0.007193211891617529
Watch_TV,11.283333333333331,Saturday,1,23:10:56,0.06135774464738428
Dress,3.3,Sunday,1,06:57:20,-0.1780417385160188
Drink,1.3333333333333333,Sunday,1,07:00:44,-0.205229166558149
Read,9.2,Sunday,1,07:02:48,-0.07059095760362158
Other_Activity,10.25,Sunday,1,07:12:00,-0.11101598481476774
Other_Activity,73.28333333333333,Sunday,1,07:22:25,-0.5643068315865587
Toilet,2.1666666666666665,Sunday,1,08:36:22,-0.14615726732183554
Personal_Hygiene,1.0833333333333333,Sunday,1,08:39:06,-0.3551044188082956
Other_Activity,1.6833333333333331,Sunday,1,08:40:16,-0.13338910391120065
Dress,3.466666666666667,Sunday,1,08:41:59,-0.24769900859583616
Other_Activity,11.95,Sunday,1,08:45:46,-0.21577584517812537
Leave_Home,2.4,Sunday,1,08:58:40,-0.6553621067786435
Other_Activity,56.03333333333333,Sunday,1,09:01:04,-0.4611921417113515
Bathe,9.4,Sunday,1,09:58:15,-0.8218447160909803
Groom,5.25,Sunday,1,10:07:54,-0.750854288542967
Dress,3.8333333333333335,Sunday,1,10:13:30,-0.299622767525832
Groom,2.15,Sunday,1,10:17:39,-0.7642698116273963
Work_On_Computer,39.71666666666667,Sunday,1,10:19:55,-0.389551553722044
Other_Activity,15.933333333333334,Sunday,1,11:00:06,-0.3712192949714991
Cook_Lunch,3.3833333333333333,Sunday,1,11:16:14,-1.2336442940127585
Other_Activity,1.6,Sunday,1,11:19:37,-0.345790942584782
Eat_Lunch,14.033333333333331,Sunday,1,11:22:12,-1.4333204869062626
Work_On_Computer,15.333333333333334,Sunday,1,11:36:14,-0.45235355571779207
Wash_Lunch_Dishes,1.3,Sunday,1,11:51:42,-1.5147668174916438
Work_On_Computer,24.0,Sunday,1,11:53:09,-0.4977497539570978
Work_On_Computer,64.48333333333333,Sunday,1,12:17:55,-0.6800630087719719
Other_Activity,3.316666666666667,Sunday,1,13:22:24,-0.32320796586484246
Other_Activity,3.216666666666667,Sunday,1,15:09:24,-0.12445154884573936
Cook,2.5,Sunday,1,15:13:54,-0.06080190856421845
Eat,10.383333333333333,Sunday,1,15:16:42,-0.14561559182669437
Work_On_Computer,98.36666666666666,Sunday,1,15:28:16,-0.8282462901980517
Watch_TV,7.9,Sunday,1,17:06:53,-0.12618224029123945
Work_On_Computer,8.866666666666667,Sunday,1,17:15:00,0.023622714024117083
Drink,1.4833333333333334,Sunday,1,17:24:01,0.017074076959530938
Other_Activity,1.3666666666666667,Sunday,1,17:25:33,0.011542948013965715
Work_On_Computer,27.416666666666668,Sunday,1,17:26:56,-0.03994130921161712
Cook_Dinner,4.966666666666667,Sunday,1,17:54:30,-0.03571585081037893
Other_Activity,3.616666666666666,Sunday,1,18:01:10,0.03304308032995802
Other_Activity,1.5666666666666669,Sunday,1,18:05:30,0.0399791993704227
Eat_Dinner,1.3166666666666669,Sunday,1,18:08:33,-0.008405109630194363
Other_Activity,27.83333333333333,Sunday,1,18:09:52,-0.125986779705548
Wash_Dinner_Dishes,1.0333333333333334,Sunday,1,18:39:18,-0.06447139390472947
Toilet,1.4833333333333334,Sunday,1,18:40:24,0.050948225206274456
Toilet,1.4833333333333334,Sunday,1,18:42:28,0.050042312802331276
Work_At_Desk,6.633333333333334,Sunday,1,18:44:06,-0.15391704861290947
Other_Activity,193.81666666666663,Sunday,1,18:51:31,-1.7761910564107222
Evening_Meds,1.1333333333333333,Sunday,1,22:05:46,-0.9511710994329927
Work_On_Computer,31.7,Sunday,1,22:07:04,-0.06981080457878432
Personal_Hygiene,1.2166666666666666,Sunday,1,22:39:10,-0.2926409142963772
Dress,2.4166666666666665,Sunday,1,22:40:54,-0.18914403809371017
Other_Activity,3.583333333333333,Monday,0,06:27:06,0.12269203219666194
Personal_Hygiene,5.816666666666666,Monday,0,06:30:41,-0.15341592078618063
Dress,3.6,Monday,0,06:38:26,0.029649206770455714
Cook_Breakfast,5.233333333333333,Monday,0,06:42:10,0.10516350274412106
Eat_Breakfast,9.133333333333333,Monday,0,06:47:58,0.09683175202747722
Read,13.416666666666666,Monday,0,06:58:03,0.08158799850913842
Drink,1.4666666666666666,Monday,0,07:11:39,0.028702521844695537
Read,77.61666666666666,Monday,0,07:13:16,-0.1574270955267929
Toilet,3.583333333333333,Monday,0,08:31:34,0.12336989731378292
Work_On_Computer,16.2,Monday,0,08:37:19,0.10716635242676477
Leave_Home,1.35,Monday,0,08:54:02,-0.1399496059612517
Other_Activity,60.06666666666667,Monday,0,08:55:23,-0.13005868436932377
Personal_Hygiene,6.933333333333334,Monday,0,09:55:49,-0.256331834889333
Dress,6.616666666666666,Monday,0,10:03:09,-0.1351032477073752
Toilet,1.9,Monday,0,10:09:57,0.014096558224223663
Work_On_Computer,49.03333333333333,Monday,0,10:13:30,-0.128131898447068
Dress,1.7166666666666666,Monday,0,11:02:46,-0.25447060149833933
Toilet,2.05,Monday,0,11:05:02,-0.10530834430913615
Other_Activity,1.3666666666666667,Monday,0,11:07:27,-0.1413611367893263
Work_At_Desk,11.883333333333333,Monday,0,11:09:31,-0.3306907401409841
Leave_Home,1.1166666666666667,Monday,0,11:21:30,-0.3292271991289265
Other_Activity,233.35,Monday,0,11:22:37,-1.246720065059863
Work_On_Computer,12.516666666666667,Monday,0,15:16:14,0.23121191906306407
Toilet,2.966666666666667,Monday,0,15:30:00,0.17752669793816242
Work_On_Computer,5.45,Monday,0,15:33:07,0.2070232559039043
Leave_Home,1.8666666666666667,Monday,0,15:38:41,0.013284286323081824
Other_Activity,298.45,Monday,0,15:40:33,-1.5550824376745376
Other_Activity,1.5833333333333333,Monday,0,20:40:21,0.24818086076062262
Drink,1.0833333333333333,Monday,0,20:41:59,0.2540274859979902
Drink,1.7333333333333334,Monday,0,20:43:21,0.27747578709060894
Step_Out,4.233333333333333,Monday,0,20:45:47,0.011590700160816576
Work_On_Computer,1.3666666666666667,Monday,0,20:50:06,0.30777902239328797
Work_On_Computer,58.46666666666667,Monday,0,20:51:39,0.1477441526544938
Dress,2.183333333333333,Monday,0,21:51:16,0.1102284433186754
Read,12.566666666666666,Monday,0,21:53:27,0.25969641989997855
Other_Activity,7.7,Monday,0,22:06:01,0.27846739633283557
Groom,3.1666666666666665,Monday,0,22:14:52,0.20456513096440204
Evening_Meds,1.0166666666666666,Monday,0,22:18:05,-0.325662678293304
Dress,2.45,Monday,0,22:19:39,0.1154282063192819
Personal_Hygiene,9.816666666666666,Tuesday,0,06:58:27,0.11074939144016878
Other_Activity,6.033333333333333,Tuesday,0,07:08:49,0.38014718719949714
Cook_Breakfast,12.833333333333334,Tuesday,0,07:14:53,0.3703344057431027
Eat_Breakfast,12.666666666666666,Tuesday,0,07:28:57,0.39413886289270456
Read,63.43333333333333,Tuesday,0,07:41:37,0.23394712699933867
Toilet,2.45,Tuesday,0,08:45:44,0.41493349271480084
Leave_Home,3.283333333333333,Tuesday,0,08:49:10,0.2997457038589724
Other_Activity,43.9,Tuesday,0,08:52:27,0.2368166268136821
Personal_Hygiene,1.2166666666666666,Tuesday,0,09:37:02,0.046942923465970496
Bathe,6.6,Tuesday,0,09:38:15,0.15474639936410745
Groom,5.066666666666666,Tuesday,0,09:45:06,0.209168296800529
Dress,6.666666666666667,Tuesday,0,09:50:18,0.1669552972471088
Groom,5.066666666666666,Tuesday,0,09:57:07,0.20112600116147172
Other_Activity,1.7833333333333334,Tuesday,0,10:02:14,0.2853994017802095
Work_On_Computer,34.55,Tuesday,0,10:04:04,0.297224974059233
Toilet,1.4333333333333331,Tuesday,0,10:39:19,0.2670326043896135
Work_On_Computer,20.05,Tuesday,0,10:41:29,0.2756715263543776
Toilet,1.3333333333333333,Tuesday,0,11:02:11,0.22873847721108428
Dress,1.9,Tuesday,0,11:03:39,0.05500278053534627
Dress,2.4166666666666665,Tuesday,0,11:05:33,0.06015710163546051
Other_Activity,1.1166666666666667,Tuesday,0,11:08:58,0.13952921330081455
Leave_Home,5.583333333333333,Tuesday,0,11:10:07,0.1194086792892577
Other_Activity,508.31666666666666,Tuesday,0,11:15:42,-2.609718898873163
Work_On_Computer,19.516666666666666,Tuesday,0,19:44:16,0.5559711387823946
Leave_Home,1.4166666666666667,Tuesday,0,20:03:54,0.5024871372502766
Other_Activity,10.566666666666666,Tuesday,0,20:05:19,0.457320043359134
Other_Activity,1.7166666666666666,Tuesday,0,20:16:01,0.4639713267255332
Work_On_Computer,27.633333333333333,Tuesday,0,20:17:44,0.5832781624135611
Other_Activity,1.8833333333333333,Tuesday,0,20:45:22,0.44758017594354604
Dress,2.183333333333333,Tuesday,0,20:47:15,0.30209017898488416
Toilet,2.7666666666666666,Tuesday,0,20:49:34,0.533835696941753
Other_Activity,1.35,Tuesday,0,20:52:23,0.4318893890071902
Watch_TV,122.21666666666668,Tuesday,0,20:53:44,-0.22171798654692376
Other_Activity,2.716666666666667,Wednesday,0,07:55:12,0.48732167997140285
Morning_Meds,4.266666666666667,Wednesday,0,07:57:55,0.23584325629452293
Personal_Hygiene,8.95,Wednesday,0,08:02:11,0.25926392873155535
Dress,10.95,Wednesday,0,08:11:19,0.38051663490225796
Personal_Hygiene,1.3833333333333333,Wednesday,0,08:22:21,0.2356491595728672
Cook_Breakfast,6.433333333333334,Wednesday,0,08:23:51,0.4646727299660887
Other_Activity,1.8166666666666669,Wednesday,0,08:30:56,0.4560932634119841
Cook_Breakfast,1.05,Wednesday,0,08:32:46,0.4476350514445896
Eat_Breakfast,15.45,Wednesday,0,08:34:04,0.4971202406839368
Read,49.43333333333333,Wednesday,0,08:49:31,0.4467943914136998
Toilet,2.2666666666666666,Wednesday,0,09:39:31,0.47116363240801157
Other_Activity,1.2333333333333334,Wednesday,0,09:41:48,0.384602987382296
Work_On_Computer,23.633333333333333,Wednesday,0,09:43:02,0.4703228979491415
Leave_Home,2.333333333333333,Wednesday,0,10:07:00,0.29266068650360777
Other_Activity,438.25,Wednesday,0,10:09:20,-2.1063207883911317
Work_On_Computer,31.7,Wednesday,0,17:28:27,0.6072381938016356
Cook_Dinner,2.75,Wednesday,0,18:00:36,0.6535185549664768
Other_Activity,2.2333333333333334,Wednesday,0,18:04:37,0.5529088127889983
Other_Activity,3.716666666666667,Wednesday,0,18:07:32,0.5596557755350065
Watch_TV,2.25,Wednesday,0,18:11:17,0.6438914784893608
Other_Activity,42.36666666666667,Wednesday,0,18:13:32,0.4616527507316438
Watch_TV,11.25,Wednesday,0,18:55:54,0.6164997987273388
Other_Activity,1.0666666666666669,Wednesday,0,19:08:47,0.5712775851761835
Eat_Dinner,9.316666666666666,Wednesday,0,19:10:03,0.6614961405195883
Other_Activity,123.88333333333334,Wednesday,0,19:19:39,0.12207083942452833
Work_On_Computer,13.633333333333333,Wednesday,0,21:24:55,0.7678266011852434
Leave_Home,2.2666666666666666,Wednesday,0,21:38:42,0.6758195928504829
Other_Activity,10.45,Wednesday,0,21:40:58,0.6172724936053388
Other_Activity,2.9833333333333334,Wednesday,0,21:51:35,0.6082885000780727
Work_At_Table,26.95,Wednesday,0,21:54:34,-0.15977246854569638
Other_Activity,6.066666666666666,Wednesday,0,22:21:31,0.6054289606760581
Work_On_Computer,27.633333333333333,Wednesday,0,22:27:38,0.778863526477501
Drink,3.4833333333333334,Wednesday,0,22:56:37,0.7419266741893302
Toilet,2.2666666666666666,Wednesday,0,23:00:14,0.6780680058015885
Other_Activity,1.2333333333333334,Wednesday,0,23:03:13,0.5312771279604573
Dress,2.7,Wednesday,0,23:05:32,0.4240409377710047
Watch_TV,26.6,Wednesday,0,23:08:18,0.6363807133369954
Other_Activity,21.1,Wednesday,0,23:34:54,0.5552050132487898
Other_Activity,1.0166666666666666,Thursday,0,06:55:14,0.43722080759459137
Other_Activity,2.566666666666667,Thursday,0,06:57:09,0.4599327834510949
Morning_Meds,1.6,Thursday,0,06:59:43,0.20324891454884497
Personal_Hygiene,6.766666666666667,Thursday,0,07:01:19,0.2033396782946511
Other_Activity,4.4,Thursday,0,07:08:07,0.47424447556258986
Work_On_Computer,36.63333333333333,Thursday,0,07:14:15,0.5561367656709157
Cook_Breakfast,1.7333333333333334,Thursday,0,07:51:06,0.4425162266200293
Other_Activity,1.6333333333333333,Thursday,0,07:54:28,0.4295365231655124
Eat_Breakfast,8.533333333333333,Thursday,0,07:56:06,0.4559914932342759
Read,101.61666666666666,Thursday,0,08:04:38,0.2046735821434263
Personal_Hygiene,1.8333333333333333,Thursday,0,09:46:36,0.08737915133461968
Bathe,6.15,Thursday,0,09:48:26,0.10756770675515245
Groom,3.733333333333333,Thursday,0,09:54:35,0.1789120840129964
Dress,3.5166666666666666,Thursday,0,09:58:35,0.22546048686745185
Toilet,1.7,Thursday,0,10:03:35,0.3970492734974401
Work_On_Computer,87.56666666666666,Thursday,0,10:05:28,0.16446616479586038
Toilet,2.4,Thursday,0,11:33:12,0.24706016745303774
Leave_Home,1.8833333333333333,Thursday,0,11:38:00,0.04335301225296928
Other_Activity,292.7333333333333,Thursday,0,11:39:53,-1.345458339898717
Work_On_Computer,22.666666666666668,Thursday,0,16:32:49,0.5802342195197487
Other_Activity,8.25,Thursday,0,16:56:53,0.3763238218824864
Toilet,2.3833333333333333,Thursday,0,17:05:15,0.6240947554657523
Work_At_Desk,1.7,Thursday,0,17:07:50,0.5826673466656512
Leave_Home,2.1333333333333333,Thursday,0,17:09:40,0.6032582137000417
Other_Activity,288.3833333333333,Thursday,0,17:11:48,-1.2433695995288945
Work_On_Computer,17.716666666666665,Thursday,0,22:00:29,0.6824139511141543
Evening_Meds,3.2333333333333334,Thursday,0,22:18:30,-0.034071047289415
Other_Activity,1.0833333333333333,Thursday,0,22:21:50,0.523222263204169
Dress,4.483333333333333,Thursday,0,22:22:55,0.4074721395511752
Toilet,1.8166666666666669,Friday,0,07:08:20,0.3085094233533739
Other_Activity,1.8,Friday,0,07:10:09,0.2726066962826803
Personal_Hygiene,6.15,Friday,0,07:13:05,0.022596868097297995
Other_Activity,2.1666666666666665,Friday,0,07:19:16,0.27973725647418
Cook_Breakfast,1.8333333333333333,Friday,0,07:21:26,0.26186246199865315
Dress,3.216666666666667,Friday,0,07:23:21,0.17401894718001976
Cook_Breakfast,2.2,Friday,0,07:26:39,0.2631087791293147
Eat_Breakfast,15.9,Friday,0,07:28:58,0.2543351736362308
Read,7.65,Friday,0,07:45:33,0.27011535753251337
Work_On_Computer,20.116666666666667,Friday,0,07:54:23,0.2875837900994443
