Activity,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday,Start time short,normality_score
Sleep,450.8333333333333,3,24.88333333333333,Thursday,0,23:03:18,-1.2181999027734243
Other_Activity,1.9,0,0.0,Friday,0,07:02:42,0.26368904467603044
Personal_Hygiene,5.566666666666666,0,0.0,Friday,0,07:04:36,0.03641219835520741
Morning_Meds,1.5666666666666669,0,0.0,Friday,0,07:10:10,0.02913674797577998
Cook_Breakfast,5.2,0,0.0,Friday,0,07:11:48,0.2765334214982755
Other_Activity,3.15,0,0.0,Friday,0,07:17:00,0.2909328208515179
Eat_Breakfast,4.766666666666667,0,0.0,Friday,0,07:23:03,0.3062178733064253
Toilet,1.25,0,0.0,Friday,0,07:27:59,0.3758905099716501
Work_On_Computer,73.68333333333334,0,0.0,Friday,0,07:29:21,0.08355685476856686
Other_Activity,3.2333333333333334,0,0.0,Friday,0,08:43:02,0.20822825167161382
Read,6.283333333333333,0,0.0,Friday,0,08:47:59,0.3199925188975374
Leave_Home,1.2,0,0.0,Friday,0,08:54:23,0.0788930956413497
Other_Activity,63.3,0,0.0,Friday,0,08:55:35,0.040653238806103026
Other_Activity,1.5833333333333333,0,0.0,Friday,0,10:00:04,0.11167121373527347
Personal_Hygiene,4.966666666666667,0,0.0,Friday,0,10:01:47,-0.14197489128155594
Dress,3.8,0,0.0,Friday,0,10:07:04,-0.03955216212935629
Other_Activity,1.0666666666666669,0,0.0,Friday,0,10:10:52,0.08336978759307348
Toilet,1.5166666666666666,0,0.0,Friday,0,10:11:59,0.2257447759379638
Other_Activity,3.2666666666666666,0,0.0,Friday,0,10:14:04,0.10341136646776508
Work_On_Computer,24.183333333333334,0,0.0,Friday,0,10:17:24,0.1682604803748469
Leave_Home,3.8333333333333335,0,0.0,Friday,0,10:41:45,-0.01488191225874843
Other_Activity,33.93333333333333,0,0.0,Friday,0,10:45:35,-0.031034708163848797
Other_Activity,1.7,0,0.0,Friday,0,11:19:39,-0.05284248117616824
Drink,1.9166666666666667,0,0.0,Friday,0,11:21:22,0.04238882177067116
Work_On_Computer,154.3,0,0.0,Friday,0,11:23:56,-0.6832932711761381
Toilet,1.1666666666666667,0,0.0,Friday,0,13:59:09,-0.06741283663930239
Leave_Home,1.25,0,0.0,Friday,0,14:01:12,0.2007596681241368
Other_Activity,4.2,0,0.0,Friday,0,14:02:27,0.05728313434865156
Work_On_Computer,16.633333333333333,0,0.0,Friday,0,14:06:51,0.16531259971028178
Read,3.733333333333333,0,0.0,Friday,0,14:23:45,0.11764537749136102
Drink,1.5,0,0.0,Friday,0,14:27:34,0.19789072625482262
Work_At_Desk,6.5,0,0.0,Friday,0,14:30:04,0.15489212365294286
Read,8.466666666666667,0,0.0,Friday,0,14:37:54,0.06984542357845447
Read,36.46666666666667,0,0.0,Friday,0,14:48:44,0.0064834311987073
Other_Activity,4.683333333333334,0,0.0,Friday,0,15:25:12,0.10086973556478479
Work_On_Computer,148.8,0,0.0,Friday,0,15:29:53,-0.4774101636402679
Cook_Dinner,3.3666666666666667,0,0.0,Friday,0,17:58:57,0.44436213087940646
Cook_Dinner,1.45,0,0.0,Friday,0,18:04:01,0.5036042298181778
Other_Activity,2.316666666666667,0,0.0,Friday,0,18:05:29,0.33551695456839215
Eat_Dinner,2.1666666666666665,0,0.0,Friday,0,18:07:48,0.48486032710933014
Eat_Dinner,1.4333333333333331,0,0.0,Friday,0,18:10:59,0.4834687297480706
Other_Activity,6.416666666666667,0,0.0,Friday,0,18:12:25,0.32096597834177865
Watch_TV,1.35,0,0.0,Friday,0,18:19:22,0.4952047674327507
Other_Activity,2.65,0,0.0,Friday,0,18:20:43,0.33042845536403576
Other_Activity,4.0,0,0.0,Friday,0,18:24:32,0.31464553496743436
Drink,1.4166666666666667,0,0.0,Friday,0,18:28:46,0.4866253729729401
Other_Activity,35.81666666666667,0,0.0,Friday,0,18:30:43,0.2199881399732826
Other_Activity,2.3666666666666667,0,0.0,Friday,0,19:06:38,0.3503383176620746
Other_Activity,2.1666666666666665,0,0.0,Friday,0,19:10:04,0.35391191109262904
Work_At_Desk,6.55,0,0.0,Friday,0,19:12:18,0.4774174050168405
Other_Activity,55.71666666666667,0,0.0,Friday,0,19:20:09,0.21178961892122716
Other_Activity,126.88333333333334,0,0.0,Friday,0,20:16:24,-0.24087084457238367
Work_On_Computer,5.7,0,0.0,Friday,0,22:25:49,0.46951694704736446
Work_On_Computer,32.583333333333336,0,0.0,Friday,0,22:31:52,0.40305377223897887
Groom,5.35,0,0.0,Friday,0,23:05:07,0.29379012895395373
Watch_TV,8.85,0,0.0,Friday,0,23:12:29,0.45137991825948665
Sleep,438.7166666666666,0,0.0,Friday,0,23:21:20,-1.3048237047765125
Personal_Hygiene,14.716666666666669,0,0.0,Saturday,1,06:40:26,-0.04233940613719885
Other_Activity,1.3333333333333333,0,0.0,Saturday,1,06:55:09,0.2533908114140998
Drink,1.25,0,0.0,Saturday,1,06:56:39,-0.13066379924499055
Other_Activity,1.7166666666666666,0,0.0,Saturday,1,06:57:58,0.2535578336078165
Dress,8.066666666666666,0,0.0,Saturday,1,06:59:41,0.14218220762182185
Other_Activity,2.2333333333333334,0,0.0,Saturday,1,07:07:45,0.2734715073901797
Phone,2.683333333333333,0,0.0,Saturday,1,07:09:59,-0.5863791889184461
Other_Activity,1.0666666666666669,0,0.0,Saturday,1,07:13:19,0.2653138399899279
Other_Activity,1.3,0,0.0,Saturday,1,07:16:21,0.2715371785504116
Cook_Breakfast,4.033333333333333,0,0.0,Saturday,1,07:17:42,0.21081910307995586
Eat_Breakfast,10.45,0,0.0,Saturday,1,07:22:23,0.19935633847748582
Read,172.65,0,0.0,Saturday,1,07:32:50,-1.2113491271628432
Wash_Breakfast_Dishes,1.6166666666666667,0,0.0,Saturday,1,10:25:58,-0.08010403400189614
Other_Activity,1.3166666666666669,0,0.0,Saturday,1,10:28:37,-0.03793360150393068
Wash_Breakfast_Dishes,2.083333333333333,0,0.0,Saturday,1,10:31:13,-0.10796953551441085
Other_Activity,1.1166666666666667,0,0.0,Saturday,1,10:33:24,-0.06853375327077194
Wash_Breakfast_Dishes,1.6,0,0.0,Saturday,1,10:34:31,-0.13143713803370718
Other_Activity,2.35,0,0.0,Saturday,1,10:36:26,-0.0710478693239765
Work_On_Computer,35.3,0,0.0,Saturday,1,10:38:59,-0.3720947655433595
Personal_Hygiene,3.85,0,0.0,Saturday,1,11:15:08,-0.3656275271511481
Dress,5.25,0,0.0,Saturday,1,11:19:14,-0.2537304151853499
Work_On_Computer,38.333333333333336,0,0.0,Saturday,1,11:25:50,-0.4718842488053644
Cook_Lunch,3.883333333333333,0,0.0,Saturday,1,12:04:19,-0.599841502365957
Work_On_Computer,3.65,0,0.0,Saturday,1,12:08:20,-0.006439171903912822
Cook_Lunch,1.2833333333333334,0,0.0,Saturday,1,12:12:08,-0.6205366411959259
Eat_Lunch,9.6,0,0.0,Saturday,1,12:13:34,-0.7091517701297936
Work_On_Computer,13.516666666666667,0,0.0,Saturday,1,12:23:54,-0.08499461128387441
Wash_Lunch_Dishes,1.25,0,0.0,Saturday,1,12:37:34,-0.8484344621209587
Wash_Lunch_Dishes,2.816666666666667,0,0.0,Saturday,1,12:39:14,-0.8364322311273156
Work_On_Computer,40.16666666666666,0,0.0,Saturday,1,12:42:13,-0.22552526721003702
Other_Activity,1.1333333333333333,0,0.0,Saturday,1,13:22:23,-0.16914713925005004
Work_On_Computer,31.25,0,0.0,Saturday,1,13:23:31,-0.021455489602640793
Toilet,1.1166666666666667,0,0.0,Saturday,1,13:56:45,-0.036848989348429256
Read,48.4,0,0.0,Saturday,1,13:58:00,-0.2961727177711378
Relax,78.53333333333333,0,0.0,Saturday,1,14:46:48,-1.1514350638686452
Other_Activity,3.05,0,0.0,Saturday,1,16:05:31,0.061963089695010305
Dress,1.55,0,0.0,Saturday,1,16:08:34,-0.04942888319645741
Toilet,1.2666666666666666,0,0.0,Saturday,1,16:10:24,0.253201593198113
Other_Activity,1.0833333333333333,0,0.0,Saturday,1,16:11:44,0.06379596009450174
Work_On_Computer,70.95,0,0.0,Saturday,1,16:12:49,-0.0557358194507491
Toilet,3.85,0,0.0,Saturday,1,17:24:53,0.31062288716860004
Other_Activity,3.4833333333333334,0,0.0,Saturday,1,17:28:46,0.13611995677737365
Work_At_Desk,6.033333333333333,0,0.0,Saturday,1,17:32:42,0.25529476933995
Other_Activity,260.5,0,0.0,Saturday,1,17:39:10,-1.748455721389643
Work_On_Computer,12.3,0,0.0,Saturday,1,22:02:02,0.34608423840112873
Work_On_Computer,4.85,0,0.0,Saturday,1,22:15:28,0.38227357186064603
Work_On_Computer,3.1666666666666665,0,0.0,Saturday,1,22:20:54,0.38366168703734105
Work_On_Computer,38.833333333333336,0,0.0,Saturday,1,22:24:51,0.2618869548297199
Other_Activity,1.7666666666666666,0,0.0,Saturday,1,23:03:41,0.259116547013861
Groom,1.8666666666666667,0,0.0,Saturday,1,23:06:27,0.10179465400468482
Dress,1.9666666666666663,0,0.0,Saturday,1,23:08:40,0.13124595209007434
Watch_TV,11.283333333333331,0,0.0,Saturday,1,23:10:56,0.2672391219294525
Sleep,442.56666666666666,4,10.483333333333327,Saturday,1,23:22:13,-2.142777105247526
Dress,3.3,0,0.0,Sunday,1,06:57:20,-0.0013908015922219023
Drink,1.3333333333333333,0,0.0,Sunday,1,07:00:44,-0.31970398872378947
Read,9.2,0,0.0,Sunday,1,07:02:48,-0.021306906626990106
Other_Activity,10.25,0,0.0,Sunday,1,07:12:00,0.05720591013013613
Other_Activity,73.28333333333333,0,0.0,Sunday,1,07:22:25,-0.38762594939300815
Toilet,2.1666666666666665,0,0.0,Sunday,1,08:36:22,-0.11729052645715599
Personal_Hygiene,1.0833333333333333,0,0.0,Sunday,1,08:39:06,-0.27401485074510323
Other_Activity,1.6833333333333331,0,0.0,Sunday,1,08:40:16,-0.024030771526341276
Dress,3.466666666666667,0,0.0,Sunday,1,08:41:59,-0.13768147467109598
Other_Activity,11.95,0,0.0,Sunday,1,08:45:46,-0.09407403179587252
Leave_Home,2.4,0,0.0,Sunday,1,08:58:40,-0.6350889941068493
Other_Activity,56.03333333333333,0,0.0,Sunday,1,09:01:04,-0.3463043476989708
Bathe,9.4,0,0.0,Sunday,1,09:58:15,-0.8903956056751287
Groom,5.25,0,0.0,Sunday,1,10:07:54,-0.869618759907594
Dress,3.8333333333333335,0,0.0,Sunday,1,10:13:30,-0.2857213281002906
Groom,2.15,0,0.0,Sunday,1,10:17:39,-0.8817500956962981
Work_On_Computer,39.71666666666667,0,0.0,Sunday,1,10:19:55,-0.5414863510382286
Other_Activity,15.933333333333334,0,0.0,Sunday,1,11:00:06,-0.3677555419536307
Cook_Lunch,3.3833333333333333,0,0.0,Sunday,1,11:16:14,-1.197199669462926
Other_Activity,1.6,0,0.0,Sunday,1,11:19:37,-0.33398648766277694
Eat_Lunch,14.033333333333331,0,0.0,Sunday,1,11:22:12,-1.3671819852663758
Work_On_Computer,15.333333333333334,0,0.0,Sunday,1,11:36:14,-0.5981192320965815
Wash_Lunch_Dishes,1.3,0,0.0,Sunday,1,11:51:42,-1.372851809582239
Work_On_Computer,24.0,0,0.0,Sunday,1,11:53:09,-0.6481910629108985
Work_On_Computer,64.48333333333333,0,0.0,Sunday,1,12:17:55,-0.475316633778054
Other_Activity,3.316666666666667,0,0.0,Sunday,1,13:22:24,-0.27497747383083315
Sleep,103.68333333333334,0,0.0,Sunday,1,13:25:43,-1.163189356283105
Other_Activity,3.216666666666667,0,0.0,Sunday,1,15:09:24,-0.12060882782197818
Cook,2.5,0,0.0,Sunday,1,15:13:54,-0.0157932996117202
Eat,10.383333333333333,0,0.0,Sunday,1,15:16:42,-0.06536560822220172
Work_On_Computer,98.36666666666666,0,0.0,Sunday,1,15:28:16,-0.5098478071007324
Watch_TV,7.9,0,0.0,Sunday,1,17:06:53,0.0639443937270798
Work_On_Computer,8.866666666666667,0,0.0,Sunday,1,17:15:00,0.1017355486526095
Drink,1.4833333333333334,0,0.0,Sunday,1,17:24:01,0.1522856248913032
Other_Activity,1.3666666666666667,0,0.0,Sunday,1,17:25:33,0.05995651529723575
Work_On_Computer,27.416666666666668,0,0.0,Sunday,1,17:26:56,0.06130347857088641
Cook_Dinner,4.966666666666667,0,0.0,Sunday,1,17:54:30,0.08201606904516205
Other_Activity,3.616666666666666,0,0.0,Sunday,1,18:01:10,0.10109741388693026
Other_Activity,1.5666666666666669,0,0.0,Sunday,1,18:05:30,0.0980264879040812
Eat_Dinner,1.3166666666666669,0,0.0,Sunday,1,18:08:33,0.19862204278552079
Other_Activity,27.83333333333333,0,0.0,Sunday,1,18:09:52,-0.009632905610906208
Wash_Dinner_Dishes,1.0333333333333334,0,0.0,Sunday,1,18:39:18,0.1520716889496268
Toilet,1.4833333333333334,0,0.0,Sunday,1,18:40:24,0.1489565707266051
Toilet,1.4833333333333334,0,0.0,Sunday,1,18:42:28,0.15387268092595074
Work_At_Desk,6.633333333333334,0,0.0,Sunday,1,18:44:06,0.03909824364782093
Other_Activity,193.81666666666663,0,0.0,Sunday,1,18:51:31,-1.338766801642099
Evening_Meds,1.1333333333333333,0,0.0,Sunday,1,22:05:46,-0.709553326538227
Work_On_Computer,31.7,0,0.0,Sunday,1,22:07:04,0.06319371659084944
Personal_Hygiene,1.2166666666666666,0,0.0,Sunday,1,22:39:10,-0.11068158854549498
Dress,2.4166666666666665,0,0.0,Sunday,1,22:40:54,-0.001846413879776741
Sleep,462.81666666666666,0,0.0,Sunday,1,22:43:24,-2.494596082703644
Other_Activity,3.583333333333333,0,0.0,Monday,0,06:27:06,0.2098713993656474
Personal_Hygiene,5.816666666666666,0,0.0,Monday,0,06:30:41,-0.01521871383721973
Dress,3.6,0,0.0,Monday,0,06:38:26,0.14481544462302715
Cook_Breakfast,5.233333333333333,0,0.0,Monday,0,06:42:10,0.22426449371084506
Eat_Breakfast,9.133333333333333,0,0.0,Monday,0,06:47:58,0.26414371016229915
Read,13.416666666666666,0,0.0,Monday,0,06:58:03,0.2700719978473467
Drink,1.4666666666666666,0,0.0,Monday,0,07:11:39,0.13130779957825975
Read,77.61666666666666,0,0.0,Monday,0,07:13:16,-0.06421498777323412
Toilet,3.583333333333333,0,0.0,Monday,0,08:31:34,0.24191787383919583
Work_On_Computer,16.2,0,0.0,Monday,0,08:37:19,0.19947242950609168
Leave_Home,1.35,0,0.0,Monday,0,08:54:02,0.060058281097539426
Other_Activity,60.06666666666667,0,0.0,Monday,0,08:55:23,0.0009976941403178254
Personal_Hygiene,6.933333333333334,0,0.0,Monday,0,09:55:49,-0.20339480536478896
Dress,6.616666666666666,0,0.0,Monday,0,10:03:09,-0.06092139913095224
Toilet,1.9,0,0.0,Monday,0,10:09:57,0.11374733864438187
Work_On_Computer,49.03333333333333,0,0.0,Monday,0,10:13:30,-0.017913535527690393
Dress,1.7166666666666666,0,0.0,Monday,0,11:02:46,-0.20636339318900507
Toilet,2.05,0,0.0,Monday,0,11:05:02,0.0006994893128689861
Other_Activity,1.3666666666666667,0,0.0,Monday,0,11:07:27,-0.09785574572791358
Work_At_Desk,11.883333333333333,0,0.0,Monday,0,11:09:31,-0.18621358370187902
Leave_Home,1.1166666666666667,0,0.0,Monday,0,11:21:30,-0.19815297482176392
Other_Activity,233.35,0,0.0,Monday,0,11:22:37,-1.5163125279185483
Work_On_Computer,12.516666666666667,0,0.0,Monday,0,15:16:14,0.08011753112723319
Toilet,2.966666666666667,0,0.0,Monday,0,15:30:00,0.07136172646160832
Work_On_Computer,5.45,0,0.0,Monday,0,15:33:07,0.08795775293605859
Leave_Home,1.8666666666666667,0,0.0,Monday,0,15:38:41,-0.08056863633252725
Other_Activity,298.45,0,0.0,Monday,0,15:40:33,-1.537159803771231
Other_Activity,1.5833333333333333,0,0.0,Monday,0,20:40:21,0.14276519763179757
Drink,1.0833333333333333,0,0.0,Monday,0,20:41:59,0.27897189340385065
Drink,1.7333333333333334,0,0.0,Monday,0,20:43:21,0.30532937851142283
Step_Out,4.233333333333333,0,0.0,Monday,0,20:45:47,-0.03610805567684394
Work_On_Computer,1.3666666666666667,0,0.0,Monday,0,20:50:06,0.2977447567474387
Work_On_Computer,58.46666666666667,0,0.0,Monday,0,20:51:39,0.11144516545972163
Dress,2.183333333333333,0,0.0,Monday,0,21:51:16,0.04801634480256578
Read,12.566666666666666,0,0.0,Monday,0,21:53:27,0.19244587509036332
Other_Activity,7.7,0,0.0,Monday,0,22:06:01,0.11337174799791563
Groom,3.1666666666666665,0,0.0,Monday,0,22:14:52,0.13195219105372932
Evening_Meds,1.0166666666666666,0,0.0,Monday,0,22:18:05,-0.3756047563868465
Dress,2.45,0,0.0,Monday,0,22:19:39,0.03077246990442294
Sleep,512.4166666666667,1,3.0,Monday,0,22:22:23,-1.9435587764620417
Personal_Hygiene,9.816666666666666,0,0.0,Tuesday,0,06:58:27,0.14786516868256855
Other_Activity,6.033333333333333,0,0.0,Tuesday,0,07:08:49,0.4094604935087567
Cook_Breakfast,12.833333333333334,0,0.0,Tuesday,0,07:14:53,0.40226142865023595
Eat_Breakfast,12.666666666666666,0,0.0,Tuesday,0,07:28:57,0.4599059586584447
Read,63.43333333333333,0,0.0,Tuesday,0,07:41:37,0.3262273107713452
Toilet,2.45,0,0.0,Tuesday,0,08:45:44,0.4834259550878067
Leave_Home,3.283333333333333,0,0.0,Tuesday,0,08:49:10,0.38360854279862705
Other_Activity,43.9,0,0.0,Tuesday,0,08:52:27,0.21587125919723565
Personal_Hygiene,1.2166666666666666,0,0.0,Tuesday,0,09:37:02,-0.03478787909077899
Bathe,6.6,0,0.0,Tuesday,0,09:38:15,0.28539591610860154
Groom,5.066666666666666,0,0.0,Tuesday,0,09:45:06,0.3267911412900377
Dress,6.666666666666667,0,0.0,Tuesday,0,09:50:18,0.12567767056783727
Groom,5.066666666666666,0,0.0,Tuesday,0,09:57:07,0.3219969622350829
Other_Activity,1.7833333333333334,0,0.0,Tuesday,0,10:02:14,0.19992996444786834
Work_On_Computer,34.55,0,0.0,Tuesday,0,10:04:04,0.319240213756411
Toilet,1.4333333333333331,0,0.0,Tuesday,0,10:39:19,0.29407996654070667
Work_On_Computer,20.05,0,0.0,Tuesday,0,10:41:29,0.294843861764965
Toilet,1.3333333333333333,0,0.0,Tuesday,0,11:02:11,0.24202262073964553
Dress,1.9,0,0.0,Tuesday,0,11:03:39,-0.05151115159409929
Dress,2.4166666666666665,0,0.0,Tuesday,0,11:05:33,-0.04861341809295154
Other_Activity,1.1166666666666667,0,0.0,Tuesday,0,11:08:58,0.033186788544084855
Leave_Home,5.583333333333333,0,0.0,Tuesday,0,11:10:07,0.17368893071142336
Other_Activity,508.31666666666666,0,0.0,Tuesday,0,11:15:42,-1.8390711404420583
Work_On_Computer,19.516666666666666,0,0.0,Tuesday,0,19:44:16,0.5733049753823987
Leave_Home,1.4166666666666667,0,0.0,Tuesday,0,20:03:54,0.524718314352103
Other_Activity,10.566666666666666,0,0.0,Tuesday,0,20:05:19,0.46584115848741225
Other_Activity,1.7166666666666666,0,0.0,Tuesday,0,20:16:01,0.4701318576086041
Work_On_Computer,27.633333333333333,0,0.0,Tuesday,0,20:17:44,0.5900132602901569
Other_Activity,1.8833333333333333,0,0.0,Tuesday,0,20:45:22,0.4577447758028301
Dress,2.183333333333333,0,0.0,Tuesday,0,20:47:15,0.3347951835313099
Toilet,2.7666666666666666,0,0.0,Tuesday,0,20:49:34,0.6026917704273838
Other_Activity,1.35,0,0.0,Tuesday,0,20:52:23,0.45235481811243794
Watch_TV,122.21666666666668,0,0.0,Tuesday,0,20:53:44,-0.18363565358781403
Sleep,481.03333333333336,3,53.83333333333334,Tuesday,0,22:55:57,-1.5493231811330082
Other_Activity,2.716666666666667,0,0.0,Wednesday,0,07:55:12,0.537957306098343
Morning_Meds,4.266666666666667,0,0.0,Wednesday,0,07:57:55,0.4402257621219029
Personal_Hygiene,8.95,0,0.0,Wednesday,0,08:02:11,0.30361455313125174
Dress,10.95,0,0.0,Wednesday,0,08:11:19,0.4128990828861294
Personal_Hygiene,1.3833333333333333,0,0.0,Wednesday,0,08:22:21,0.2507841808451475
Cook_Breakfast,6.433333333333334,0,0.0,Wednesday,0,08:23:51,0.5257938218285957
Other_Activity,1.8166666666666669,0,0.0,Wednesday,0,08:30:56,0.48846106372353015
Cook_Breakfast,1.05,0,0.0,Wednesday,0,08:32:46,0.4922065958305789
Eat_Breakfast,15.45,0,0.0,Wednesday,0,08:34:04,0.508352577610875
Read,49.43333333333333,0,0.0,Wednesday,0,08:49:31,0.46603226896258904
Toilet,2.2666666666666666,0,0.0,Wednesday,0,09:39:31,0.497840981770778
Other_Activity,1.2333333333333334,0,0.0,Wednesday,0,09:41:48,0.3631534656228244
Work_On_Computer,23.633333333333333,0,0.0,Wednesday,0,09:43:02,0.4677180372473382
